payment_id,requested_at,organization_id,wallet_id,agent_id,agent_type,flow_type,use_case,counterparty_id,counterparty_type,county,town,rail,amount_kes,fee_kes,status,human_approval_required,risk_score,risk_reason,authorization_latency_ms,policy_version,wallet_balance_before_kes,wallet_balance_after_kes,invoice_id,decision_model
APY0006702,2026-05-16 06:43:02,ORG0054,WAL062,AGT0249,finance_ops_agent,A2B,Logistics delivery,CP0130,Merchant,Kiambu,Limuru,M-Pesa Till,4051.84,41.48,Completed,False,0.446,none,925,2,176907.54,172814.22,INV-22404,apm-kenya-v2
APY0006703,2026-07-19 20:04:35,ORG0154,WAL016,AGT0040,marketplace_agent,A2C,Construction contractor,CP0117,Agent Service,Kajiado,Kiserian,M-Pesa PayBill,16573.93,229.04,Flagged,True,0.431,kyb_pending,419,4,338153.43,338153.43,,apm-kenya-v1
APY0006704,2026-06-26 16:44:49,ORG0048,WAL039,AGT0157,farm_supply_agent,A2A,SME invoice settlement,CP0161,Agent Service,Meru,Meru Town,M-Pesa Till,20943.33,344.39,Completed,False,0.065,none,1053,1,85517.04,64229.32,INV-21964,rules_engine_only
APY0006705,2026-07-07 10:16:25,ORG0125,WAL061,AGT0174,property_manager_agent,A2B,Tour booking,CP0118,Consumer,Nairobi,Industrial Area,Airtel Money,3531.32,46.78,Completed,False,0.242,none,2250,1,274091.76,270513.66,INV-63907,rules_engine_only
APY0006706,2026-04-10 14:14:39,ORG0045,WAL005,AGT0219,travel_agent,A2C,SME invoice settlement,CP0328,School,Kiambu,Kikuyu,M-Pesa B2C,4763.7,52.38,Completed,False,0.09,none,913,4,259060.03,254243.95,INV-13525,apm-kenya-v1
APY0006707,2026-04-03 08:26:14,ORG0091,WAL016,AGT0003,travel_agent,A2A,Construction contractor,CP0237,Contractor,Mombasa,Changamwe,M-Pesa PayBill,27988.02,241.83,Completed,False,0.217,none,1144,1,167115.12,138885.27,,apm-kenya-v1
APY0006708,2026-05-20 08:36:56,ORG0125,WAL045,AGT0195,logistics_agent,A2A,Clinic supplies,CP0039,School,Kiambu,Kikuyu,M-Pesa PayBill,9559.57,106.51,Reversed,False,0.237,mismatched_invoice,736,2,114250.45,114250.45,INV-41100,apm-kenya-v1
APY0006709,2026-01-11 09:35:01,ORG0177,WAL080,AGT0142,marketplace_agent,A2A,SME invoice settlement,CP0018,Agent Service,Machakos,Machakos Town,M-Pesa B2C,3582.97,10.39,Completed,False,0.012,none,1485,2,377698.47,374105.11,INV-73613,apm-kenya-v2
APY0006710,2026-02-07 04:45:01,ORG0029,WAL040,AGT0142,property_manager_agent,A2B,Construction contractor,CP0066,Consumer,Meru,Meru Town,M-Pesa B2C,3722.72,53.49,Completed,False,0.069,none,576,1,56568.54,52792.33,INV-81335,apm-kenya-v2
APY0006711,2026-04-13 12:45:09,ORG0096,WAL064,AGT0116,property_manager_agent,A2B,Logistics delivery,CP0078,Consumer,Mombasa,Mtwapa,Airtel Money,2161.54,10.83,Completed,False,0.36,none,2148,3,326731.29,324558.92,INV-23869,rules_engine_only
APY0006712,2026-06-18 08:23:47,ORG0034,WAL064,AGT0180,logistics_agent,A2B,Logistics delivery,CP0032,School,Nairobi,Upper Hill,PesaLink,1240.96,29.1,Completed,False,0.281,none,758,3,321222.67,319952.61,,apm-kenya-v2
APY0006713,2026-03-21 19:26:16,ORG0161,WAL088,AGT0198,property_manager_agent,A2B,Freelance data labelling,CP0350,Clinic,Machakos,Machakos Town,Airtel Money,3307.25,7.62,Completed,False,0.182,none,1788,5,176502.98,173188.11,INV-36428,apm-kenya-v2
APY0006714,2026-06-02 19:55:07,ORG0031,WAL059,AGT0104,travel_agent,A2B,Freelance data labelling,CP0249,School,Mombasa,Nyali,M-Pesa B2C,3610.06,44.48,Completed,False,0.321,none,749,3,226360.23,222705.69,INV-18073,rules_engine_only
APY0006715,2026-03-22 07:16:17,ORG0042,WAL066,AGT0033,logistics_agent,A2C,Property maintenance,CP0095,Sacco,Kiambu,Ruiru,Bank EFT,10431.77,185.7,Completed,False,0.1,none,1958,4,177947.65,167330.18,INV-43322,apm-kenya-v1
APY0006716,2026-04-06 19:52:49,ORG0115,WAL008,AGT0191,marketplace_agent,A2B,Market restocking,CP0366,Contractor,Meru,Meru Town,Airtel Money,2028.67,22.71,Completed,False,0.201,none,1492,4,227064.94,225013.56,INV-87404,apm-kenya-v1
APY0006717,2026-04-25 16:20:18,ORG0089,WAL080,AGT0147,logistics_agent,A2A,SME invoice settlement,CP0056,Clinic,Nakuru,Naivasha,PesaLink,1983.32,38.98,Completed,False,0.111,none,718,2,83376.32,81354.02,INV-47049,apm-kenya-v2
APY0006718,2026-04-20 11:05:46,ORG0120,WAL063,AGT0183,finance_ops_agent,A2B,SME invoice settlement,CP0133,Clinic,Nairobi,Industrial Area,Stablecoin USDC,5019.65,35.54,Completed,False,0.112,none,69,2,196066.3,191011.11,INV-77371,rules_engine_only
APY0006719,2026-03-05 14:54:55,ORG0017,WAL030,AGT0081,travel_agent,A2B,Tour booking,CP0262,Consumer,Kilifi,Watamu,M-Pesa Till,1712.9,15.63,Failed,False,0.371,high_velocity,1119,2,152065.02,152065.02,INV-79931,apm-kenya-v2
APY0006720,2026-04-18 11:24:10,ORG0077,WAL065,AGT0008,procurement_agent,A2A,Market restocking,CP0010,Agent Service,Uasin Gishu,Burnt Forest,Stablecoin USDC,1986.28,21.86,Completed,False,0.234,none,35,3,335476.0,333467.86,INV-89034,apm-kenya-v2
APY0006721,2026-01-15 16:19:35,ORG0127,WAL085,AGT0098,finance_ops_agent,A2B,SME invoice settlement,CP0010,School,Nairobi,Karen,PesaLink,11077.99,213.15,Completed,False,0.132,none,1906,1,259775.86,248484.72,,rules_engine_only
APY0006722,2026-07-30 13:27:48,ORG0018,WAL004,AGT0244,logistics_agent,A2B,Freelance data labelling,CP0224,Consumer,Meru,Maua,M-Pesa B2C,2615.99,24.48,Completed,False,0.078,none,536,5,187978.76,185338.29,INV-14653,apm-kenya-v2
APY0006723,2026-06-17 07:21:53,ORG0160,WAL047,AGT0008,procurement_agent,A2B,Market restocking,CP0013,Agent Service,Nyeri,Othaya,Stablecoin USDC,3472.18,49.61,Completed,False,0.278,none,76,4,228598.83,225077.04,INV-70474,rules_engine_only
APY0006724,2026-06-17 09:53:41,ORG0120,WAL048,AGT0204,marketplace_agent,A2B,Construction contractor,CP0390,Merchant,Kisumu,Kondele,Airtel Money,26726.41,193.51,Completed,False,0.103,none,1157,4,354326.8,327406.88,INV-76388,apm-kenya-v2
APY0006725,2026-01-29 18:19:52,ORG0050,WAL016,AGT0132,farm_supply_agent,A2B,Construction contractor,CP0116,Contractor,Nakuru,Naivasha,M-Pesa Till,18368.89,38.59,Completed,False,0.069,none,963,5,134236.23,115828.75,INV-78841,apm-kenya-v2
APY0006726,2026-07-02 16:52:42,ORG0160,WAL037,AGT0017,finance_ops_agent,A2B,Tour booking,CP0178,Contractor,Kisumu,Maseno,M-Pesa B2C,6031.94,40.49,Completed,True,0.339,none,896,1,321068.99,314996.56,,apm-kenya-v1
APY0006727,2026-05-22 16:52:22,ORG0177,WAL016,AGT0032,marketplace_agent,A2C,Clinic supplies,CP0082,Clinic,Meru,Timau,M-Pesa PayBill,1810.3,19.76,Completed,False,0.039,none,461,5,50331.07,48501.01,INV-43098,rules_engine_only
APY0006728,2026-02-04 16:59:32,ORG0096,WAL035,AGT0020,farm_supply_agent,A2B,Agritech produce purchase,CP0076,Agent Service,Kajiado,Kitengela,M-Pesa Till,3893.21,22.38,Completed,True,0.295,none,921,5,123262.95,119347.36,,rules_engine_only
APY0006729,2026-06-28 14:17:24,ORG0011,WAL004,AGT0061,procurement_agent,A2C,SME invoice settlement,CP0333,Merchant,Kilifi,Kilifi Town,Airtel Money,1819.11,28.27,Completed,False,0.069,none,2231,1,134702.65,132855.27,INV-98836,rules_engine_only
APY0006730,2026-07-08 17:28:57,ORG0137,WAL031,AGT0008,travel_agent,A2C,Tour booking,CP0097,Merchant,Nairobi,Upper Hill,Airtel Money,3579.3,59.04,Completed,False,0.27,none,2159,2,237517.85,233879.51,,apm-kenya-v1
APY0006731,2026-04-20 13:10:14,ORG0096,WAL077,AGT0117,finance_ops_agent,A2B,Tour booking,CP0419,Consumer,Kajiado,Kiserian,PesaLink,2903.03,57.3,Completed,False,0.374,none,180,2,342566.14,339605.81,,apm-kenya-v2
APY0006732,2026-05-14 07:25:26,ORG0093,WAL081,AGT0070,farm_supply_agent,A2C,Market restocking,CP0106,School,Nairobi,Upper Hill,M-Pesa B2C,2422.39,12.99,Completed,False,0.319,none,464,4,355014.34,352578.96,INV-57054,apm-kenya-v1
APY0006733,2026-04-05 15:59:33,ORG0086,WAL002,AGT0177,logistics_agent,A2C,Construction contractor,CP0023,Sacco,Kajiado,Kitengela,M-Pesa B2C,7021.01,18.35,Completed,False,0.146,none,916,2,109914.4,102875.04,INV-42535,apm-kenya-v2
APY0006734,2026-02-12 12:34:55,ORG0177,WAL060,AGT0158,farm_supply_agent,A2A,Freelance data labelling,CP0062,Contractor,Machakos,Athi River,M-Pesa B2C,2285.45,18.15,Completed,False,0.216,none,567,1,88377.15,86073.55,INV-18873,rules_engine_only
APY0006735,2026-02-06 07:04:56,ORG0160,WAL060,AGT0045,travel_agent,A2A,Tour booking,CP0220,School,Mombasa,Nyali,M-Pesa Till,2630.44,44.07,Completed,False,0.367,none,740,5,379783.65,377109.14,,apm-kenya-v1
APY0006736,2026-06-06 13:46:39,ORG0121,WAL022,AGT0258,marketplace_agent,A2B,Clinic supplies,CP0298,Contractor,Kajiado,Kitengela,PesaLink,5820.46,49.28,Completed,False,0.284,none,2171,5,263205.32,257335.58,INV-17782,apm-kenya-v1
APY0006737,2026-05-18 12:55:38,ORG0104,WAL007,AGT0007,finance_ops_agent,A2B,Market restocking,CP0376,Agent Service,Nairobi,Industrial Area,M-Pesa Till,7821.33,112.82,Completed,False,0.337,none,463,2,382095.29,374161.14,INV-53824,rules_engine_only
APY0006738,2026-02-04 09:47:32,ORG0144,WAL009,AGT0077,travel_agent,A2A,Market restocking,CP0300,Consumer,Meru,Maua,M-Pesa Till,5477.21,56.43,Failed,False,0.14,limit_exceeded,827,2,163411.64,163411.64,INV-72252,apm-kenya-v1
APY0006739,2026-05-04 12:17:34,ORG0109,WAL022,AGT0211,logistics_agent,A2B,School fee payment,CP0112,Consumer,Nairobi,Karen,Stablecoin USDC,6302.02,30.69,Completed,False,0.214,none,86,1,309925.65,303592.94,INV-24468,rules_engine_only
APY0006740,2026-07-01 18:22:31,ORG0001,WAL008,AGT0169,procurement_agent,A2A,Clinic supplies,CP0280,Contractor,Kiambu,Limuru,PesaLink,7487.22,62.35,Completed,False,0.107,none,2553,4,271077.89,263528.32,,apm-kenya-v1
APY0006741,2026-07-16 13:50:00,ORG0096,WAL053,AGT0259,logistics_agent,A2B,SME invoice settlement,CP0374,Agent Service,Machakos,Athi River,M-Pesa Till,10457.66,153.79,Completed,False,0.503,high_velocity,1043,3,31395.95,20784.5,INV-93942,apm-kenya-v2
APY0006742,2026-04-04 11:49:12,ORG0122,WAL014,AGT0018,farm_supply_agent,A2C,Logistics delivery,CP0297,Consumer,Kiambu,Kikuyu,M-Pesa Till,4643.97,14.61,Completed,True,0.344,none,815,4,366371.99,361713.41,,rules_engine_only
APY0006743,2026-01-13 07:15:57,ORG0132,WAL089,AGT0083,property_manager_agent,A2A,Clinic supplies,CP0184,Consumer,Nairobi,Kilimani,M-Pesa PayBill,2289.7,14.2,Completed,False,0.175,none,1396,5,363846.62,361542.72,INV-32469,apm-kenya-v2
APY0006744,2026-06-07 07:46:48,ORG0023,WAL073,AGT0055,property_manager_agent,A2B,Tour booking,CP0205,Clinic,Nyeri,Karatina,Bank EFT,2291.56,36.42,Completed,False,0.273,none,647,3,398408.73,396080.75,INV-57686,rules_engine_only
APY0006745,2026-01-12 08:45:27,ORG0153,WAL048,AGT0159,finance_ops_agent,A2A,School fee payment,CP0267,Clinic,Nairobi,Kilimani,Bank EFT,4262.48,30.11,Completed,False,0.223,none,2567,1,284440.14,280147.55,INV-27759,rules_engine_only
APY0006746,2026-05-30 23:22:07,ORG0077,WAL036,AGT0096,travel_agent,A2A,School fee payment,CP0289,Agent Service,Uasin Gishu,Burnt Forest,Airtel Money,12443.32,113.2,Completed,False,0.261,none,3098,4,39514.51,26957.99,INV-58167,apm-kenya-v1
APY0006747,2026-05-07 06:27:18,ORG0076,WAL068,AGT0138,logistics_agent,A2C,Freelance data labelling,CP0292,School,Nairobi,Upper Hill,Bank EFT,559.08,21.31,Completed,False,0.054,none,2702,1,173290.23,172709.84,,apm-kenya-v2
APY0006748,2026-05-04 09:40:19,ORG0085,WAL088,AGT0002,marketplace_agent,A2C,Tour booking,CP0174,Agent Service,Machakos,Machakos Town,PesaLink,2206.19,31.32,Failed,False,0.063,kyb_pending,1428,1,308025.74,308025.74,INV-50745,apm-kenya-v2
APY0006749,2026-06-24 00:05:58,ORG0093,WAL063,AGT0138,property_manager_agent,A2B,SME invoice settlement,CP0353,Merchant,Kisumu,Milimani,Airtel Money,13535.92,128.19,Completed,False,0.307,none,2695,5,135856.7,122192.59,,apm-kenya-v1
APY0006750,2026-07-09 16:57:35,ORG0097,WAL017,AGT0020,farm_supply_agent,A2B,Freelance data labelling,CP0305,Clinic,Nairobi,Kilimani,M-Pesa PayBill,1573.3,14.42,Completed,True,0.301,none,489,5,240730.64,239142.92,INV-98397,apm-kenya-v2
APY0006751,2026-01-10 15:00:32,ORG0025,WAL034,AGT0093,property_manager_agent,A2A,SME invoice settlement,CP0032,Contractor,Mombasa,Changamwe,M-Pesa B2C,6763.93,57.79,Completed,False,0.062,none,728,4,366719.52,359897.8,INV-95096,apm-kenya-v2
APY0006752,2026-07-10 13:09:02,ORG0134,WAL008,AGT0205,logistics_agent,A2B,Property maintenance,CP0027,Agent Service,Meru,Meru Town,M-Pesa PayBill,796.74,5,Completed,False,0.262,none,995,1,89181.43,88379.69,,apm-kenya-v1
APY0006753,2026-04-28 00:26:02,ORG0120,WAL053,AGT0190,marketplace_agent,A2B,Construction contractor,CP0187,Clinic,Nairobi,Kilimani,M-Pesa PayBill,24766.38,266.5,Completed,False,0.175,none,1235,2,384647.4,359614.52,,rules_engine_only
APY0006754,2026-02-25 01:19:48,ORG0042,WAL007,AGT0190,farm_supply_agent,A2A,Freelance data labelling,CP0145,School,Kisumu,Maseno,Airtel Money,1894.65,17.73,Completed,False,0.019,none,1560,4,131468.04,129555.66,,apm-kenya-v2
APY0006755,2026-06-21 22:37:18,ORG0137,WAL002,AGT0184,marketplace_agent,A2A,Agritech produce purchase,CP0319,Sacco,Nakuru,Nakuru Town,M-Pesa B2C,1956.15,7.89,Completed,False,0.28,none,911,1,187707.97,185743.93,INV-38422,apm-kenya-v2
APY0006756,2026-01-08 17:47:48,ORG0080,WAL085,AGT0025,property_manager_agent,A2B,Clinic supplies,CP0139,Clinic,Nairobi,Industrial Area,M-Pesa B2C,16021.21,212.59,Completed,False,0.245,none,1481,2,207849.45,191615.65,INV-94101,apm-kenya-v1
APY0006757,2026-04-09 19:00:42,ORG0112,WAL066,AGT0100,marketplace_agent,A2B,Property maintenance,CP0147,Sacco,Uasin Gishu,Moi Bridge,M-Pesa B2C,28024.84,87.1,Completed,False,0.173,none,814,4,120683.69,92571.75,,apm-kenya-v2
APY0006758,2026-04-25 21:23:56,ORG0061,WAL020,AGT0119,property_manager_agent,A2B,SME invoice settlement,CP0321,Consumer,Kajiado,Kitengela,PesaLink,3531.09,81.33,Completed,False,0.124,none,2730,2,98887.52,95275.1,,apm-kenya-v1
APY0006759,2026-07-19 15:43:11,ORG0140,WAL047,AGT0086,logistics_agent,A2B,Clinic supplies,CP0394,Consumer,Kiambu,Limuru,M-Pesa PayBill,4613.73,54.81,Completed,False,0.353,none,120,3,301601.71,296933.17,INV-54827,rules_engine_only
APY0006760,2026-01-25 10:48:22,ORG0075,WAL044,AGT0229,logistics_agent,A2A,Construction contractor,CP0224,Sacco,Meru,Meru Town,M-Pesa B2C,6559.86,64.8,Completed,False,0.121,none,1205,1,388656.04,382031.38,INV-24984,apm-kenya-v1
APY0006761,2026-06-20 08:55:52,ORG0118,WAL036,AGT0160,finance_ops_agent,A2C,Logistics delivery,CP0302,Merchant,Kiambu,Ruiru,Bank EFT,4653.08,79.82,Completed,False,0.256,none,1959,1,288799.7,284066.8,,rules_engine_only
APY0006762,2026-07-23 03:58:44,ORG0170,WAL022,AGT0132,farm_supply_agent,A2B,Property maintenance,CP0056,Sacco,Nairobi,Westlands,Airtel Money,4556.75,13.62,Completed,False,0.013,none,3652,5,34239.76,29669.39,INV-58466,rules_engine_only
APY0006763,2026-04-05 09:44:44,ORG0039,WAL062,AGT0030,logistics_agent,A2A,Logistics delivery,CP0190,Clinic,Nairobi,Karen,M-Pesa B2C,6055.91,99.82,Completed,False,0.069,none,444,5,52285.94,46130.21,,apm-kenya-v2
APY0006764,2026-07-12 09:13:35,ORG0091,WAL050,AGT0148,finance_ops_agent,A2B,Agritech produce purchase,CP0381,Consumer,Kiambu,Kikuyu,M-Pesa B2C,1707.67,24.48,Needs Human Approval,False,0.213,duplicate_request,1055,4,67260.21,65528.06,,apm-kenya-v1
APY0006765,2026-01-16 13:36:33,ORG0058,WAL009,AGT0230,logistics_agent,A2B,School fee payment,CP0347,Merchant,Kisumu,Kondele,Bank EFT,4392.48,75.73,Failed,False,0.104,limit_exceeded,2300,3,267337.22,267337.22,,apm-kenya-v2
APY0006766,2026-01-28 11:27:03,ORG0086,WAL026,AGT0249,marketplace_agent,A2B,Construction contractor,CP0180,Merchant,Nakuru,Gilgil,M-Pesa B2C,9841.86,38.16,Completed,False,0.144,none,1175,2,59714.58,49834.56,INV-44884,rules_engine_only
APY0006767,2026-05-17 03:02:49,ORG0114,WAL031,AGT0239,marketplace_agent,A2C,Market restocking,CP0065,Clinic,Kakamega,Mumias,PesaLink,1243.08,22.26,Completed,False,0.371,none,1197,5,35749.52,34484.18,INV-75573,apm-kenya-v1
APY0006768,2026-01-25 07:05:21,ORG0129,WAL028,AGT0087,logistics_agent,A2B,Logistics delivery,CP0068,Merchant,Uasin Gishu,Moi Bridge,M-Pesa B2C,13900.97,178.63,Completed,False,0.076,none,1169,1,196440.62,182361.02,INV-73093,apm-kenya-v2
APY0006769,2026-02-09 11:52:06,ORG0128,WAL010,AGT0021,procurement_agent,A2C,Freelance data labelling,CP0273,Sacco,Kajiado,Kiserian,M-Pesa PayBill,4853.73,50.17,Failed,False,0.025,unusual_county,1004,2,210786.16,210786.16,INV-16582,apm-kenya-v1
APY0006770,2026-06-15 17:06:38,ORG0032,WAL074,AGT0151,marketplace_agent,A2B,Logistics delivery,CP0411,Sacco,Mombasa,Changamwe,M-Pesa B2C,2825.35,25.27,Failed,False,0.249,kyb_pending,1825,4,151108.38,151108.38,,apm-kenya-v1
APY0006771,2026-05-20 14:28:56,ORG0091,WAL069,AGT0155,travel_agent,A2B,Property maintenance,CP0364,Agent Service,Kajiado,Kiserian,Airtel Money,3413.39,21.41,Completed,False,0.394,none,1520,1,291628.95,288194.15,INV-66953,rules_engine_only
APY0006772,2026-01-29 16:23:07,ORG0112,WAL056,AGT0047,marketplace_agent,A2B,Market restocking,CP0103,Clinic,Mombasa,Changamwe,M-Pesa PayBill,2610.46,24.87,Completed,False,0.097,none,490,1,115571.55,112936.22,INV-15295,apm-kenya-v2
APY0006773,2026-04-01 11:12:23,ORG0170,WAL083,AGT0208,property_manager_agent,A2B,Logistics delivery,CP0374,Merchant,Nyeri,Nyeri Town,Bank EFT,1831.52,36.47,Failed,False,0.123,kyb_pending,1360,3,384302.88,384302.88,,rules_engine_only
APY0006774,2026-07-15 08:54:39,ORG0127,WAL046,AGT0052,property_manager_agent,A2B,Property maintenance,CP0102,Sacco,Uasin Gishu,Burnt Forest,M-Pesa B2C,3739.47,24.17,Failed,False,0.093,new_counterparty,1252,1,217137.03,217137.03,,apm-kenya-v2
APY0006775,2026-04-19 18:10:36,ORG0068,WAL002,AGT0009,logistics_agent,A2B,Tour booking,CP0175,Clinic,Nairobi,Kilimani,M-Pesa PayBill,6470.94,26.03,Completed,False,0.127,none,723,2,273169.19,266672.22,INV-45672,rules_engine_only
APY0006776,2026-02-21 10:30:26,ORG0044,WAL029,AGT0186,travel_agent,A2B,Agritech produce purchase,CP0418,Sacco,Machakos,Machakos Town,M-Pesa B2C,2474.51,28.62,Completed,False,0.419,none,1349,3,187392.47,184889.34,INV-63674,rules_engine_only
APY0006777,2026-02-01 14:20:22,ORG0109,WAL085,AGT0136,logistics_agent,A2A,School fee payment,CP0038,Agent Service,Nakuru,Gilgil,Bank EFT,3591.14,75.07,Reversed,False,0.337,new_counterparty,3269,5,243733.89,243733.89,INV-42159,apm-kenya-v1
APY0006778,2026-05-21 17:53:31,ORG0092,WAL078,AGT0190,farm_supply_agent,A2B,Logistics delivery,CP0405,Merchant,Nairobi,Westlands,M-Pesa B2C,7748.28,87.88,Completed,True,0.435,none,291,2,87801.69,79965.53,,apm-kenya-v2
APY0006779,2026-02-06 13:55:23,ORG0010,WAL040,AGT0216,finance_ops_agent,A2B,Agritech produce purchase,CP0067,School,Machakos,Mlolongo,M-Pesa B2C,3783.51,42.28,Completed,False,0.085,none,1005,2,88465.74,84639.95,INV-49256,apm-kenya-v1
APY0006780,2026-04-27 22:16:51,ORG0012,WAL011,AGT0077,finance_ops_agent,A2B,Logistics delivery,CP0165,School,Kajiado,Ngong,Airtel Money,2901.08,50.55,Completed,False,0.124,none,2004,1,38998.99,36047.36,INV-69710,rules_engine_only
APY0006781,2026-04-17 08:56:00,ORG0150,WAL069,AGT0026,travel_agent,A2B,Tour booking,CP0054,Sacco,Kiambu,Ruiru,M-Pesa PayBill,3072.98,40.52,Completed,False,0.314,none,1534,2,185676.03,182562.53,INV-59832,apm-kenya-v2
APY0006782,2026-05-08 06:36:44,ORG0069,WAL041,AGT0202,marketplace_agent,A2B,Logistics delivery,CP0382,Consumer,Nairobi,Karen,M-Pesa PayBill,800.75,5,Completed,False,0.212,none,1177,2,254380.9,253575.15,INV-76623,rules_engine_only
APY0006783,2026-05-11 18:36:40,ORG0134,WAL047,AGT0103,property_manager_agent,A2B,Property maintenance,CP0018,Agent Service,Meru,Meru Town,M-Pesa Till,783.05,7.33,Completed,False,0.12,none,848,3,200243.86,199453.48,INV-56929,rules_engine_only
APY0006784,2026-04-02 18:34:02,ORG0052,WAL076,AGT0039,travel_agent,A2B,Clinic supplies,CP0361,Merchant,Kiambu,Limuru,M-Pesa PayBill,28112.03,218.81,Completed,False,0.195,none,360,4,16245.28,-12085.56,,apm-kenya-v2
APY0006785,2026-03-14 16:18:30,ORG0001,WAL007,AGT0157,property_manager_agent,A2A,Property maintenance,CP0369,School,Nairobi,Kilimani,Stablecoin USDC,4131.51,41.03,Completed,False,0.176,none,90,5,146592.03,142419.49,INV-32043,apm-kenya-v1
APY0006786,2026-03-13 19:19:39,ORG0174,WAL060,AGT0240,logistics_agent,A2C,Market restocking,CP0336,Agent Service,Kisumu,Milimani,M-Pesa Till,2955.5,12.2,Completed,False,0.238,none,779,5,319645.01,316677.31,INV-84437,rules_engine_only
APY0006787,2026-04-10 17:16:20,ORG0108,WAL081,AGT0120,travel_agent,A2B,Clinic supplies,CP0228,Clinic,Machakos,Athi River,M-Pesa B2C,4287.19,41.22,Completed,False,0.075,none,681,3,75891.65,71563.24,,apm-kenya-v2
APY0006788,2026-05-12 11:12:20,ORG0084,WAL016,AGT0105,property_manager_agent,A2B,Clinic supplies,CP0207,Clinic,Kakamega,Kakamega Town,Bank EFT,10531.28,176.83,Completed,False,0.057,none,1896,2,340270.01,329561.9,INV-43917,apm-kenya-v2
APY0006789,2026-01-13 22:25:26,ORG0152,WAL026,AGT0083,travel_agent,A2B,School fee payment,CP0167,Sacco,Nairobi,Industrial Area,M-Pesa B2C,2557.27,36.59,Completed,False,0.241,none,867,1,296179.59,293585.73,,apm-kenya-v1
APY0006790,2026-03-03 09:09:23,ORG0105,WAL008,AGT0148,procurement_agent,A2B,Logistics delivery,CP0201,Sacco,Kiambu,Thika,M-Pesa PayBill,1859.97,27.6,Completed,False,0.242,none,900,1,342911.28,341023.71,INV-94017,apm-kenya-v2
APY0006791,2026-03-19 14:33:03,ORG0042,WAL064,AGT0061,marketplace_agent,A2C,Tour booking,CP0073,School,Mombasa,Changamwe,M-Pesa PayBill,1018.23,5.87,Completed,False,0.165,none,1033,4,85182.03,84157.93,,rules_engine_only
APY0006792,2026-05-11 16:19:49,ORG0122,WAL062,AGT0094,property_manager_agent,A2B,Agritech produce purchase,CP0331,Clinic,Nairobi,Upper Hill,M-Pesa PayBill,3420.63,12.13,Completed,False,0.305,none,1071,2,56181.74,52748.98,,apm-kenya-v1
APY0006793,2026-01-15 12:42:37,ORG0179,WAL071,AGT0112,property_manager_agent,A2B,Clinic supplies,CP0004,Sacco,Nairobi,Industrial Area,M-Pesa PayBill,5539.01,58.84,Completed,False,0.152,none,1067,5,398979.73,393381.88,INV-85096,apm-kenya-v2
APY0006794,2026-04-05 18:33:39,ORG0162,WAL039,AGT0160,procurement_agent,A2A,School fee payment,CP0349,School,Mombasa,Changamwe,Bank EFT,707.5,20.97,Completed,False,0.168,none,1295,3,366282.92,365554.45,INV-34581,apm-kenya-v1
APY0006795,2026-06-24 14:32:56,ORG0039,WAL038,AGT0122,logistics_agent,A2B,Property maintenance,CP0062,Merchant,Nairobi,Kilimani,Stablecoin USDC,936.07,7.38,Failed,False,0.108,kyb_pending,57,5,348792.44,348792.44,INV-18791,apm-kenya-v2
APY0006796,2026-03-08 13:31:49,ORG0050,WAL051,AGT0038,travel_agent,A2A,Tour booking,CP0262,Clinic,Meru,Meru Town,M-Pesa B2C,6741.53,47.34,Flagged,True,0.483,mismatched_invoice,667,2,336060.21,336060.21,,rules_engine_only
APY0006797,2026-07-17 06:49:17,ORG0059,WAL056,AGT0173,procurement_agent,A2B,School fee payment,CP0128,Consumer,Mombasa,Changamwe,M-Pesa PayBill,2357.04,6.26,Completed,True,0.398,none,120,1,130308.15,127944.85,INV-22245,apm-kenya-v1
APY0006798,2026-06-17 15:08:43,ORG0071,WAL043,AGT0207,farm_supply_agent,A2A,Freelance data labelling,CP0038,School,Machakos,Mlolongo,M-Pesa Till,4659.15,74.97,Flagged,False,0.19,new_counterparty,798,3,252968.26,252968.26,INV-20963,rules_engine_only
APY0006799,2026-06-20 17:56:14,ORG0042,WAL083,AGT0136,procurement_agent,A2C,Agritech produce purchase,CP0304,Clinic,Machakos,Mlolongo,PesaLink,1907.66,38.0,Completed,True,0.559,unusual_county,1913,4,356659.08,354713.42,INV-66349,apm-kenya-v1
APY0006800,2026-07-24 09:07:59,ORG0160,WAL059,AGT0149,property_manager_agent,A2B,Agritech produce purchase,CP0067,Sacco,Nyeri,Othaya,M-Pesa Till,8729.88,102.76,Completed,False,0.269,none,491,3,102586.17,93753.53,,rules_engine_only
APY0006801,2026-02-19 07:46:50,ORG0116,WAL032,AGT0246,marketplace_agent,A2B,Market restocking,CP0305,Contractor,Kakamega,Mumias,PesaLink,1600.31,33.17,Completed,False,0.144,none,1393,3,342813.22,341179.74,INV-12576,rules_engine_only
APY0006802,2026-05-06 15:07:26,ORG0027,WAL047,AGT0032,logistics_agent,A2B,Property maintenance,CP0148,Merchant,Mombasa,Changamwe,M-Pesa PayBill,1878.98,21.39,Completed,False,0.106,none,779,3,28397.11,26496.74,INV-44430,apm-kenya-v1
APY0006803,2026-02-17 06:34:34,ORG0061,WAL022,AGT0101,logistics_agent,A2C,Agritech produce purchase,CP0327,Clinic,Nakuru,Nakuru Town,Airtel Money,885.2,5.96,Completed,False,0.372,none,2811,2,273739.05,272847.89,INV-19040,apm-kenya-v1
